title,description,department
The lights has collapsed,The lights has collapsed. near the cafeteria.,ADMIN
The lights has stopped rotating,The lights has stopped rotating.,ADMIN
The lights has stopped rotating,The lights has stopped rotating. in Room 302.!!!,HOSTEL
The lights has stopped rotating,The lights has stopped rotating. in the gym.!!!,ADMIN
the lights has stopped rotating,the lights has stopped rotating. in the staff room.,HOSTEL
the lights has stopped rotating,the lights has stopped rotating. near the cafeteria.,ADMIN
The lights is broken,The lights is broken. in Block B.!!!,ADMIN
the lights is broken,the lights is broken. in the basement.,ADMIN
the lights is broken,the lights is broken. in the guest house.,ADMIN
the lights is broken,the lights is broken. in the gym.,ADMIN
the lights is broken,the lights is broken. in the hallway.,ADMIN
The lights is broken,The lights is broken. in the staff room.,HOSTEL
The lights is broken,The lights is broken. near the cafeteria.,ADMIN
The lights is clogged,The lights is clogged.,ADMIN
The lights is clogged,The lights is clogged. in the basement.,ADMIN
The lights is clogged,The lights is clogged. in the guest house.,ADMIN
The lights is completely dead,The lights is completely dead.,ADMIN
The lights is completely dead,The lights is completely dead. in Room 302.,HOSTEL
The lights is completely dead,The lights is completely dead. in the auditorium.!!!,ADMIN
The lights is completely dead,The lights is completely dead. in the chemistry lab.,ACADEMIC
The lights is completely dead,The lights is completely dead. in the gym.,ADMIN
The lights is completely dead,The lights is completely dead. in the hallway.,ADMIN
The lights is completely dead,The lights is completely dead. near the cafeteria.,ADMIN
The lights is completely dead,The lights is completely dead. on the 3rd floor.!!!,ADMIN
The lights is completely dead,The lights is completely dead. outside the main gate.,ADMIN
The lights is completely jammed,The lights is completely jammed. in the guest house.,ADMIN
The lights is completely jammed,The lights is completely jammed. in the hallway.,ADMIN
The lights is completely jammed,The lights is completely jammed. in the staff room.,HOSTEL
The lights is completely jammed,The lights is completely jammed. on the 3rd floor.,ADMIN
The lights is dangerously loose,The lights is dangerously loose. in Room 302.,HOSTEL
The lights is dangerously loose,The lights is dangerously loose. in the auditorium.!!!,ADMIN
The lights is dangerously loose,The lights is dangerously loose. in the chemistry lab.!!!,ACADEMIC
the lights is dangerously loose,the lights is dangerously loose. in the gym.,ADMIN
The lights is dangerously loose,The lights is dangerously loose. in the hallway.,ADMIN
The lights is dangerously loose,The lights is dangerously loose. near the cafeteria.,ADMIN
the lights is dangerously loose,the lights is dangerously loose. near the tennis court.,ADMIN
The lights is dripping water,The lights is dripping water.,ADMIN
The lights is dripping water,The lights is dripping water. in Block B.,ADMIN
the lights is dripping water,the lights is dripping water. in room 302.,HOSTEL
the lights is dripping water,the lights is dripping water. near the cafeteria.,ADMIN
The lights is dripping water,The lights is dripping water. on the 3rd floor.,ADMIN
The lights is flooded,The lights is flooded.,ADMIN
the lights is flooded,the lights is flooded. in room 302.,HOSTEL
The lights is flooded,The lights is flooded. in the basement.,ADMIN
The lights is flooded,The lights is flooded. near the tennis court.,ADMIN
the lights is flooded,the lights is flooded. outside the main gate.,ADMIN
The lights is leaking,The lights is leaking.,ADMIN
The lights is leaking,The lights is leaking. in Room 302.,HOSTEL
The lights is leaking,The lights is leaking. in the auditorium.,ADMIN
the lights is leaking,the lights is leaking. in the chemistry lab.,ACADEMIC
The lights is leaking,The lights is leaking. in the gym.,ADMIN
the lights is leaking,the lights is leaking. in the staff room.,HOSTEL
the lights is making a loud noise,the lights is making a loud noise. in room 302.,HOSTEL
The lights is making a loud noise,The lights is making a loud noise. in the guest house.,ADMIN
The lights is making a loud noise,The lights is making a loud noise. near the cafeteria.,ADMIN
The lights is not turning on,The lights is not turning on.,ADMIN
The lights is not turning on,The lights is not turning on. in Room 302.,HOSTEL
The lights is not turning on,The lights is not turning on. in the basement.,ADMIN
The lights is not turning on,The lights is not turning on. in the staff room.,HOSTEL
the lights is not turning on,the lights is not turning on. on the 3rd floor.,ADMIN
The lights is not turning on,The lights is not turning on. outside the main gate.,ADMIN
The lights is overflowing with trash,The lights is overflowing with trash.,ADMIN
The lights is overflowing with trash,The lights is overflowing with trash. in Block B.,ADMIN
The lights is overflowing with trash,The lights is overflowing with trash. in Room 302.,HOSTEL
The lights is overflowing with trash,The lights is overflowing with trash. in the auditorium.,ADMIN
The lights is overflowing with trash,The lights is overflowing with trash. in the basement.,ADMIN
the lights is overflowing with trash,the lights is overflowing with trash. outside the main gate.,ADMIN
The lights is shattered,The lights is shattered.,ADMIN
the lights is shattered,the lights is shattered. in room 302.,HOSTEL
The lights is shattered,The lights is shattered. in the guest house.,ADMIN
the lights is shattered,the lights is shattered. in the gym.,ADMIN
The lights is shattered,The lights is shattered. near the cafeteria.,ADMIN
The lights is shattered,The lights is shattered. near the tennis court.!!!,ADMIN
The lights is stuck,The lights is stuck.,ADMIN
The lights is stuck,The lights is stuck. in Block B.,ADMIN
the lights is stuck,the lights is stuck. in room 302.,HOSTEL
the lights is stuck,the lights is stuck. in the auditorium.,ADMIN
The lights is stuck,The lights is stuck. in the basement.,ADMIN
The lights is stuck,The lights is stuck. in the hallway.,ADMIN
the lights is stuck,the lights is stuck. in the staff room.,HOSTEL
The lights is stuck,The lights is stuck. near the cafeteria.,ADMIN
The lights is stuck,The lights is stuck. on the 3rd floor.!!!,ADMIN
the lights is stuck,the lights is stuck. outside the main gate.,ADMIN
The lights needs urgent repair,The lights needs urgent repair.,ADMIN
The lights needs urgent repair,The lights needs urgent repair. in Room 302.,HOSTEL
The lights needs urgent repair,The lights needs urgent repair. in the chemistry lab.,ACADEMIC
The lights needs urgent repair,The lights needs urgent repair. in the guest house.,ADMIN
The lights needs urgent repair,The lights needs urgent repair. in the gym.,ADMIN
the lights needs urgent repair,the lights needs urgent repair. near the tennis court.,ADMIN
the lights needs urgent repair,the lights needs urgent repair. on the 3rd floor.,ADMIN
The lights needs urgent repair,The lights needs urgent repair. on the 3rd floor.!!!,ADMIN
the lights needs urgent repair,the lights needs urgent repair. outside the main gate.,ADMIN
The LMS gives a 404 error,The LMS gives a 404 error.,ADMIN
the lms gives a 404 error,the lms gives a 404 error. in hostel a.,ADMIN
The LMS gives a 404 error,The LMS gives a 404 error. in the administrative block.,ADMIN
The LMS gives a 404 error,The LMS gives a 404 error. in the cafeteria.,ADMIN
The LMS gives a 404 error,The LMS gives a 404 error. in the Computer Science lab.,ADMIN
The LMS gives a 404 error,The LMS gives a 404 error. in the IT cell.,ADMIN
The LMS gives a 404 error,The LMS gives a 404 error. in the lecture hall.!!!,ACADEMIC
The LMS gives a 404 error,The LMS gives a 404 error. in the main building.,ADMIN
The LMS gives a 404 error,The LMS gives a 404 error. in the student union.,ADMIN
The LMS has a dead link,The LMS has a dead link.,ADMIN
The LMS is completely down,The LMS is completely down.,ADMIN
The LMS is completely down,The LMS is completely down. in the administrative block.,ADMIN
The LMS is completely down,The LMS is completely down. in the IT cell.!!!,ADMIN
The LMS is completely down,The LMS is completely down. in the main building.!!!,ADMIN
the lms is completely down,the lms is completely down. in the physics lab.,ACADEMIC
The LMS is completely down,The LMS is completely down. in the student union.,ADMIN
The LMS is completely unresponsive,The LMS is completely unresponsive.,ADMIN
The LMS is completely unresponsive,The LMS is completely unresponsive. in the administrative block.,ADMIN
The LMS is completely unresponsive,The LMS is completely unresponsive. in the IT cell.,ADMIN
The LMS is completely unresponsive,The LMS is completely unresponsive. on my personal laptop.,ADMIN
The LMS is experiencing massive lag,The LMS is experiencing massive lag.,ADMIN
The LMS is experiencing massive lag,The LMS is experiencing massive lag. in the cafeteria.,ADMIN
The LMS is experiencing massive lag,The LMS is experiencing massive lag. in the Computer Science lab.,ADMIN
The LMS is experiencing massive lag,The LMS is experiencing massive lag. in the IT cell.,ADMIN
The LMS is experiencing massive lag,The LMS is experiencing massive lag. in the student union.!!!,ADMIN
The LMS is extremely slow,The LMS is extremely slow.,ADMIN
The LMS is extremely slow,The LMS is extremely slow. in the administrative block.,ADMIN
The LMS is extremely slow,The LMS is extremely slow. in the dorm room.,ADMIN
the lms is extremely slow,the lms is extremely slow. in the lecture hall.,ACADEMIC
The LMS is extremely slow,The LMS is extremely slow. in the library.,LIBRARY
The LMS is flashing a red light,The LMS is flashing a red light.,ADMIN
The LMS is flashing a red light,The LMS is flashing a red light. in the Computer Science lab.,ADMIN
The LMS is flashing a red light,The LMS is flashing a red light. in the Computer Science lab.!!!,ADMIN
The LMS is flashing a red light,The LMS is flashing a red light. in the lecture hall.,ACADEMIC
the lms is flashing a red light,the lms is flashing a red light. in the library.,LIBRARY
The LMS is flashing a red light,The LMS is flashing a red light. in the main building.,ADMIN
the lms is flashing a red light,the lms is flashing a red light. on my personal laptop.,ADMIN
The LMS is full of malware / viruses,The LMS is full of malware / viruses.,ADMIN
The LMS is full of malware / viruses,The LMS is full of malware / viruses. in Hostel A.,ADMIN
The LMS is full of malware / viruses,The LMS is full of malware / viruses. in the dorm room.,ADMIN
The LMS is full of malware / viruses,The LMS is full of malware / viruses. in the IT cell.,ADMIN
the lms is full of malware / viruses,the lms is full of malware / viruses. in the library.,LIBRARY
the lms is full of malware / viruses,the lms is full of malware / viruses. in the main building.,ADMIN
the lms is full of malware / viruses,the lms is full of malware / viruses. in the study room.,ADMIN
The LMS is not authenticating,The LMS is not authenticating.,ADMIN
The LMS is not authenticating,The LMS is not authenticating. in the lecture hall.,ACADEMIC
The LMS is not authenticating,The LMS is not authenticating. in the library.,LIBRARY
the lms is not authenticating,the lms is not authenticating. in the student union.,ADMIN
The LMS is not authenticating,The LMS is not authenticating. in the study room.,ADMIN
The LMS is not working,The LMS is not working.,ADMIN
The LMS is not working,The LMS is not working. in the study room.!!!,ADMIN
The LMS is showing an error message,The LMS is showing an error message.,HOSTEL
the lms is showing an error message,the lms is showing an error message. in the administrative block.,HOSTEL
The LMS is showing an error message,The LMS is showing an error message. in the Computer Science lab.!!!,HOSTEL
The LMS is showing an error message,The LMS is showing an error message. in the IT cell.,HOSTEL
The LMS is showing an error message,The LMS is showing an error message. in the library.!!!,HOSTEL
The LMS is showing an error message,The LMS is showing an error message. in the student union.!!!,HOSTEL
The LMS is showing an error message,The LMS is showing an error message. in the study room.,HOSTEL
The LMS keeps crashing,The LMS keeps crashing.,ADMIN
The LMS keeps crashing,The LMS keeps crashing. in the library.,LIBRARY
The LMS keeps crashing,The LMS keeps crashing. in the main building.,ADMIN
The LMS keeps disconnecting,The LMS keeps disconnecting.,ADMIN
The LMS keeps disconnecting,The LMS keeps disconnecting. in the cafeteria.,ADMIN
The LMS keeps disconnecting,The LMS keeps disconnecting. in the lecture hall.,ACADEMIC
the lms keeps disconnecting,the lms keeps disconnecting. in the physics lab.,ACADEMIC
the lms keeps disconnecting,the lms keeps disconnecting. in the study room.,ADMIN
The LMS locked me out,The LMS locked me out.,ADMIN
The LMS locked me out,The LMS locked me out. in the Computer Science lab.,ADMIN
the lms locked me out,the lms locked me out. in the it cell.,ADMIN
The LMS locked me out,The LMS locked me out. in the library.!!!,LIBRARY
The LMS locked me out,The LMS locked me out. in the main building.,ADMIN
the lms locked me out,the lms locked me out. in the physics lab.,ACADEMIC
the lms locked me out,the lms locked me out. on my personal laptop.,ADMIN
The LMS needs a password reset,The LMS needs a password reset.,ADMIN
The LMS needs a password reset,The LMS needs a password reset. in Hostel A.,ADMIN
The LMS needs a password reset,The LMS needs a password reset. in the administrative block.,ADMIN
The LMS needs a password reset,The LMS needs a password reset. in the cafeteria.,ADMIN
The LMS needs a password reset,The LMS needs a password reset. in the cafeteria.!!!,ADMIN
The LMS needs a password reset,The LMS needs a password reset. in the IT cell.,ADMIN
the lms needs a password reset,the lms needs a password reset. in the library.,LIBRARY
the lms needs a password reset,the lms needs a password reset. in the student union.,ADMIN
The LMS needs a password reset,The LMS needs a password reset. in the study room.,ADMIN
The LMS needs a software update,The LMS needs a software update.,ADMIN
The LMS needs a software update,The LMS needs a software update. in Hostel A.,ADMIN
the lms needs a software update,the lms needs a software update. in the dorm room.,ADMIN
The LMS needs a software update,The LMS needs a software update. in the lecture hall.,ACADEMIC
The LMS needs a software update,The LMS needs a software update. in the library.,LIBRARY
The LMS needs a software update,The LMS needs a software update. in the physics lab.,ACADEMIC
The LMS refuses to connect to the network,The LMS refuses to connect to the network.,ADMIN
The LMS refuses to connect to the network,The LMS refuses to connect to the network. in Hostel A.!!!,ADMIN
the lms refuses to connect to the network,the lms refuses to connect to the network. in the administrative block.,ADMIN
the lms refuses to connect to the network,the lms refuses to connect to the network. in the cafeteria.,ADMIN
The LMS refuses to connect to the network,The LMS refuses to connect to the network. in the dorm room.,ADMIN
The LMS refuses to connect to the network,The LMS refuses to connect to the network. in the student union.,ADMIN
The LMS refuses to connect to the network,The LMS refuses to connect to the network. in the study room.,ADMIN
The LMS refuses to connect to the network,The LMS refuses to connect to the network. on my personal laptop.,ADMIN
The LMS says my account is invalid,The LMS says my account is invalid.,ADMIN
The LMS says my account is invalid,The LMS says my account is invalid. in the dorm room.,ADMIN
The main door cannot be closed properly,The main door cannot be closed properly.,ADMIN
The main door cannot be closed properly,The main door cannot be closed properly. in Room 302.,HOSTEL
the main door cannot be closed properly,the main door cannot be closed properly. in the chemistry lab.,ACADEMIC
The main door cannot be closed properly,The main door cannot be closed properly. in the guest house.,ADMIN
The main door cannot be closed properly,The main door cannot be closed properly. in the hallway.,ADMIN
The main door cannot be closed properly,The main door cannot be closed properly. in the hallway.!!!,ADMIN
The main door cannot be closed properly,The main door cannot be closed properly. near the tennis court.,ADMIN
The main door cannot be closed properly,The main door cannot be closed properly. outside the main gate.!!!,ADMIN
The main door has collapsed,The main door has collapsed.,ADMIN
the main door has collapsed,the main door has collapsed. in block b.,ADMIN
the main door has collapsed,the main door has collapsed. in the basement.,ADMIN
The main door has stopped rotating,The main door has stopped rotating.,ADMIN
The main door has stopped rotating,The main door has stopped rotating. in Room 302.!!!,HOSTEL
The main door has stopped rotating,The main door has stopped rotating. in the auditorium.!!!,ADMIN
the main door has stopped rotating,the main door has stopped rotating. in the gym.,ADMIN
The main door has stopped rotating,The main door has stopped rotating. in the staff room.,HOSTEL
the main door has stopped rotating,the main door has stopped rotating. near the cafeteria.,ADMIN
The main door is broken,The main door is broken.,ADMIN
The main door is broken,The main door is broken. in the basement.,ADMIN
The main door is broken,The main door is broken. in the guest house.!!!,ADMIN
The main door is broken,The main door is broken. in the gym.,ADMIN
The main door is broken,The main door is broken. in the hallway.,ADMIN
The main door is clogged,The main door is clogged.,ADMIN
The main door is clogged,The main door is clogged. in the hallway.,ADMIN
The main door is clogged,The main door is clogged. near the cafeteria.!!!,ADMIN
The main door is completely dead,The main door is completely dead.,ADMIN
The main door is completely dead,The main door is completely dead. in the hallway.,ADMIN
The main door is completely dead,The main door is completely dead. in the staff room.,HOSTEL
The main door is completely dead,The main door is completely dead. near the tennis court.,ADMIN
the main door is completely dead,the main door is completely dead. outside the main gate.,ADMIN
The main door is completely jammed,The main door is completely jammed.,ADMIN
the main door is completely jammed,the main door is completely jammed. in block b.,ADMIN
the main door is completely jammed,the main door is completely jammed. in the auditorium.,ADMIN
The main door is completely jammed,The main door is completely jammed. in the guest house.,ADMIN
the main door is completely jammed,the main door is completely jammed. in the hallway.,ADMIN
The main door is completely jammed,The main door is completely jammed. on the 3rd floor.,ADMIN
The main door is dangerously loose,The main door is dangerously loose.,ADMIN
the main door is dangerously loose,the main door is dangerously loose. in block b.,ADMIN
The main door is dangerously loose,The main door is dangerously loose. in the auditorium.!!!,ADMIN
the main door is dangerously loose,the main door is dangerously loose. in the basement.,ADMIN
the main door is dangerously loose,the main door is dangerously loose. in the gym.,ADMIN
The main door is dangerously loose,The main door is dangerously loose. in the staff room.,HOSTEL
the main door is dangerously loose,the main door is dangerously loose. outside the main gate.,ADMIN
The main door is dripping water,The main door is dripping water.,ADMIN
The main door is dripping water,The main door is dripping water. in Room 302.,HOSTEL
The main door is dripping water,The main door is dripping water. in the basement.,ADMIN
The main door is dripping water,The main door is dripping water. in the gym.,ADMIN
The main door is dripping water,The main door is dripping water. in the hallway.!!!,ADMIN
The main door is dripping water,The main door is dripping water. on the 3rd floor.,ADMIN
The main door is dripping water,The main door is dripping water. outside the main gate.,ADMIN
The main door is flooded,The main door is flooded.,ADMIN
The main door is flooded,The main door is flooded. in Room 302.!!!,HOSTEL
The main door is flooded,The main door is flooded. in the gym.,ADMIN
The main door is flooded,The main door is flooded. in the hallway.,ADMIN
The main door is flooded,The main door is flooded. in the staff room.,HOSTEL
The main door is flooded,The main door is flooded. near the cafeteria.,ADMIN
the main door is flooded,the main door is flooded. on the 3rd floor.,ADMIN
The main door is flooded,The main door is flooded. outside the main gate.,ADMIN
The main door is leaking,The main door is leaking.,ADMIN
The main door is leaking,The main door is leaking. in Block B.!!!,ADMIN
The main door is leaking,The main door is leaking. in the basement.,ADMIN
The main door is leaking,The main door is leaking. in the chemistry lab.,ACADEMIC
The main door is leaking,The main door is leaking. in the hallway.,ADMIN
The main door is leaking,The main door is leaking. on the 3rd floor.,ADMIN
The main door is making a loud noise,The main door is making a loud noise.,ADMIN
The main door is making a loud noise,The main door is making a loud noise. in the auditorium.,ADMIN
the main door is making a loud noise,the main door is making a loud noise. in the basement.,ADMIN
The main door is making a loud noise,The main door is making a loud noise. in the chemistry lab.,ACADEMIC
the main door is making a loud noise,the main door is making a loud noise. in the guest house.,ADMIN
The main door is making a loud noise,The main door is making a loud noise. near the cafeteria.,ADMIN
The main door is making a loud noise,The main door is making a loud noise. outside the main gate.,ADMIN
The main door is not turning on,The main door is not turning on.,ADMIN
The main door is not turning on,The main door is not turning on. in the auditorium.,ADMIN
the main door is not turning on,the main door is not turning on. in the hallway.,ADMIN
The main door is not turning on,The main door is not turning on. in the hallway.!!!,ADMIN
The main door is not turning on,The main door is not turning on. near the tennis court.,ADMIN
the main door is not turning on,the main door is not turning on. outside the main gate.,ADMIN
The main door is overflowing with trash,The main door is overflowing with trash.,ADMIN
The main door is overflowing with trash,The main door is overflowing with trash. in Block B.!!!,ADMIN
the main door is overflowing with trash,the main door is overflowing with trash. in the auditorium.,ADMIN
The main door is overflowing with trash,The main door is overflowing with trash. in the chemistry lab.,ACADEMIC
The main door is shattered,The main door is shattered.,ADMIN
The main door is shattered,The main door is shattered. in the guest house.,ADMIN
the main door is shattered,the main door is shattered. in the gym.,ADMIN
The main door is shattered,The main door is shattered. in the gym.!!!,ADMIN
The main door is shattered,The main door is shattered. in the staff room.,HOSTEL
The main door is stuck,The main door is stuck.,ADMIN
The main door is stuck,The main door is stuck. in the gym.,ADMIN
the main door is stuck,the main door is stuck. in the hallway.,ADMIN
The main door needs urgent repair,The main door needs urgent repair.,ADMIN
the main door needs urgent repair,the main door needs urgent repair. in the chemistry lab.,ACADEMIC
The mattress closes too early,The mattress closes too early.,HOSTEL
the mattress closes too early,the mattress closes too early. in my room.,HOSTEL
The mattress closes too early,The mattress closes too early. in the boys wing.,HOSTEL
The mattress closes too early,The mattress closes too early. in the dining hall.,HOSTEL
The mattress closes too early,The mattress closes too early. in the laundry room.,HOSTEL
The mattress closes too early,The mattress closes too early. on the 2nd floor.,HOSTEL
The mattress has a strange smell,The mattress has a strange smell.,HOSTEL
the mattress has a strange smell,the mattress has a strange smell. in my room.,HOSTEL
The mattress has a strange smell,The mattress has a strange smell. in the boys wing.,HOSTEL
The mattress has a strange smell,The mattress has a strange smell. in the changing room.,HOSTEL
The mattress has a strange smell,The mattress has a strange smell. in the common area.,HOSTEL
the mattress has a strange smell,the mattress has a strange smell. in the dining hall.,HOSTEL
The mattress has a strange smell,The mattress has a strange smell. in the girls dormitory.,HOSTEL
The mattress has a strange smell,The mattress has a strange smell. in the laundry room.,HOSTEL
The mattress has a strange smell,The mattress has a strange smell. on the 2nd floor.,HOSTEL
The mattress has no hot water,The mattress has no hot water.,HOSTEL
The mattress has no hot water,The mattress has no hot water. in Hostel C.,HOSTEL
The mattress has no hot water,The mattress has no hot water. in my room.,HOSTEL
the mattress has no hot water,the mattress has no hot water. in the boys wing.,HOSTEL
The mattress has no hot water,The mattress has no hot water. in the girls dormitory.!!!,HOSTEL
The mattress has no hot water,The mattress has no hot water. near the entrance.,HOSTEL
The mattress has no hot water,The mattress has no hot water. near the entrance.!!!,HOSTEL
The mattress is broken,The mattress is broken.,HOSTEL
The mattress is broken,The mattress is broken. in my room.,HOSTEL
the mattress is broken,the mattress is broken. in the boys wing.,HOSTEL
the mattress is broken,the mattress is broken. in the changing room.,HOSTEL
The mattress is broken,The mattress is broken. in the girls dormitory.,HOSTEL
The mattress is broken,The mattress is broken. in the laundry room.,HOSTEL
The mattress is broken,The mattress is broken. in the laundry room.!!!,HOSTEL
The mattress is broken,The mattress is broken. on the 2nd floor.,HOSTEL
The mattress is broken,The mattress is broken. on the 2nd floor.!!!,HOSTEL
The mattress is completely dusty,The mattress is completely dusty.,HOSTEL
the mattress is completely dusty,the mattress is completely dusty. in block d.,HOSTEL
The mattress is completely dusty,The mattress is completely dusty. in my room.,HOSTEL
The mattress is completely dusty,The mattress is completely dusty. in the changing room.,HOSTEL
The mattress is completely dusty,The mattress is completely dusty. in the common area.,HOSTEL
The mattress is completely dusty,The mattress is completely dusty. in the girls dormitory.,HOSTEL
The mattress is completely dusty,The mattress is completely dusty. in the laundry room.,HOSTEL
The mattress is completely dusty,The mattress is completely dusty. near the entrance.,HOSTEL
The mattress is completely dusty,The mattress is completely dusty. near the entrance.!!!,HOSTEL
The mattress is completely dusty,The mattress is completely dusty. on the 2nd floor.!!!,HOSTEL
The mattress is extremely rude,The mattress is extremely rude.,HOSTEL
The mattress is extremely rude,The mattress is extremely rude. in Hostel C.,HOSTEL
The mattress is extremely rude,The mattress is extremely rude. in the boys wing.,HOSTEL
The mattress is extremely rude,The mattress is extremely rude. in the boys wing.!!!,HOSTEL
the mattress is extremely rude,the mattress is extremely rude. on the 2nd floor.,HOSTEL
The mattress is infested with bedbugs,The mattress is infested with bedbugs.,HOSTEL
The mattress is infested with bedbugs,The mattress is infested with bedbugs. in block D.,HOSTEL
The mattress is infested with bedbugs,The mattress is infested with bedbugs. in the girls dormitory.,HOSTEL
The mattress is infested with bedbugs,The mattress is infested with bedbugs. on the 2nd floor.!!!,HOSTEL
The mattress is making squeaky noises,The mattress is making squeaky noises.,HOSTEL
The mattress is making squeaky noises,The mattress is making squeaky noises. in Hostel C.!!!,HOSTEL
The mattress is making squeaky noises,The mattress is making squeaky noises. in the boys wing.,HOSTEL
the mattress is making squeaky noises,the mattress is making squeaky noises. in the common area.,HOSTEL
The mattress is not working,The mattress is not working.,HOSTEL
The mattress is not working,The mattress is not working. in the common area.,HOSTEL
The mattress is not working,The mattress is not working. in the common area.!!!,HOSTEL
The mattress is not working,The mattress is not working. in the dining hall.,HOSTEL
The mattress is not working,The mattress is not working. on the 2nd floor.,HOSTEL
The mattress is out of order,The mattress is out of order.,HOSTEL
The mattress is out of order,The mattress is out of order. in my room.,HOSTEL
The mattress is out of order,The mattress is out of order. in my room.!!!,HOSTEL
the mattress is out of order,the mattress is out of order. in the boys wing.,HOSTEL
the mattress is out of order,the mattress is out of order. in the dining hall.,HOSTEL
The mattress is out of order,The mattress is out of order. in the laundry room.,HOSTEL
The mattress is out of order,The mattress is out of order. on the 2nd floor.,HOSTEL
The mattress is overflowing,The mattress is overflowing.,HOSTEL
The mattress is overflowing,The mattress is overflowing. in Hostel C.,HOSTEL
the mattress is overflowing,the mattress is overflowing. in my room.,HOSTEL
the mattress is overflowing,the mattress is overflowing. in the boys wing.,HOSTEL
The mattress is overflowing,The mattress is overflowing. in the changing room.,HOSTEL
The mattress is overflowing,The mattress is overflowing. in the changing room.!!!,HOSTEL
the mattress is overflowing,the mattress is overflowing. in the common area.,HOSTEL
The mattress is overflowing,The mattress is overflowing. in the dining hall.,HOSTEL
The mattress is overflowing,The mattress is overflowing. near the entrance.,HOSTEL
The mattress is terrible today,The mattress is terrible today.,HOSTEL
The mattress is terrible today,The mattress is terrible today. in Hostel C.!!!,HOSTEL
The mattress is terrible today,The mattress is terrible today. in the boys wing.,HOSTEL
the mattress is terrible today,the mattress is terrible today. in the dining hall.,HOSTEL
The mattress is too hot during summer,The mattress is too hot during summer.,HOSTEL
The mattress is too hot during summer,The mattress is too hot during summer. in Hostel C.,HOSTEL
The mattress is too hot during summer,The mattress is too hot during summer. in the boys wing.,HOSTEL
The mattress is too hot during summer,The mattress is too hot during summer. in the changing room.,HOSTEL
The mattress is too hot during summer,The mattress is too hot during summer. in the common area.,HOSTEL
The mattress is unhygienic,The mattress is unhygienic.,HOSTEL
the mattress is unhygienic,the mattress is unhygienic. in block d.,HOSTEL
The mattress is unhygienic,The mattress is unhygienic. in Hostel C.,HOSTEL
the mattress is unhygienic,the mattress is unhygienic. on the 2nd floor.,HOSTEL
The mattress is unhygienic,The mattress is unhygienic. on the 2nd floor.!!!,HOSTEL
The mattress lost my clothes,The mattress lost my clothes.,HOSTEL
the mattress lost my clothes,the mattress lost my clothes. in the boys wing.,HOSTEL
The mattress lost my clothes,The mattress lost my clothes. in the changing room.,HOSTEL
the mattress lost my clothes,the mattress lost my clothes. in the common area.,HOSTEL
The mattress lost my clothes,The mattress lost my clothes. in the dining hall.,HOSTEL
The mattress lost my clothes,The mattress lost my clothes. in the girls dormitory.,HOSTEL
the mattress lost my clothes,the mattress lost my clothes. in the laundry room.,HOSTEL
The mattress lost my clothes,The mattress lost my clothes. on the 2nd floor.,HOSTEL
The mattress never responds to complaints,The mattress never responds to complaints.,HOSTEL
the mattress never responds to complaints,the mattress never responds to complaints. in my room.,HOSTEL
The mattress never responds to complaints,The mattress never responds to complaints. in the common area.!!!,HOSTEL
The mattress never responds to complaints,The mattress never responds to complaints. in the laundry room.,HOSTEL
The mattress never responds to complaints,The mattress never responds to complaints. near the entrance.,HOSTEL
the mattress never responds to complaints,the mattress never responds to complaints. on the 2nd floor.,HOSTEL
The mattress plays loud music at night,The mattress plays loud music at night.,HOSTEL
The mattress plays loud music at night,The mattress plays loud music at night. in Hostel C.,HOSTEL
The mattress plays loud music at night,The mattress plays loud music at night. in the boys wing.,HOSTEL
the mattress plays loud music at night,the mattress plays loud music at night. in the girls dormitory.,HOSTEL
The mattress plays loud music at night,The mattress plays loud music at night. in the girls dormitory.!!!,HOSTEL
the mattress plays loud music at night,the mattress plays loud music at night. in the laundry room.,HOSTEL
The mattress plays loud music at night,The mattress plays loud music at night. near the entrance.,HOSTEL
The mattress plays loud music at night,The mattress plays loud music at night. on the 2nd floor.,HOSTEL
The mess food closes too early,The mess food closes too early.,HOSTEL
The mess food closes too early,The mess food closes too early. in block D.,HOSTEL
The mess food closes too early,The mess food closes too early. in the changing room.,HOSTEL
The mess food closes too early,The mess food closes too early. in the changing room.!!!,HOSTEL
The mess food closes too early,The mess food closes too early. in the girls dormitory.,HOSTEL
The mess food has a strange smell,The mess food has a strange smell.,HOSTEL
the mess food has a strange smell,the mess food has a strange smell. in my room.,HOSTEL
The mess food has a strange smell,The mess food has a strange smell. in the changing room.,HOSTEL
The mess food has a strange smell,The mess food has a strange smell. in the dining hall.!!!,HOSTEL
The mess food has a strange smell,The mess food has a strange smell. in the laundry room.,HOSTEL
The mess food has no hot water,The mess food has no hot water.,HOSTEL
The mess food has no hot water,The mess food has no hot water. in Hostel C.,HOSTEL
The mess food has no hot water,The mess food has no hot water. in Hostel C.!!!,HOSTEL
The mess food has no hot water,The mess food has no hot water. in my room.,HOSTEL
the mess food has no hot water,the mess food has no hot water. in the common area.,HOSTEL
The mess food has no hot water,The mess food has no hot water. in the common area.!!!,HOSTEL
The mess food has no hot water,The mess food has no hot water. in the dining hall.,HOSTEL
The mess food has no hot water,The mess food has no hot water. in the girls dormitory.,HOSTEL
The mess food has no hot water,The mess food has no hot water. in the girls dormitory.!!!,HOSTEL
the mess food has no hot water,the mess food has no hot water. in the laundry room.,HOSTEL
The mess food has no hot water,The mess food has no hot water. near the entrance.,HOSTEL
